d,yoy2019retspend1,yoy2019retspend2,yoy2019retspend3,yoy2019retspend4
7/21/2021,.3840336933076935,.3124082077695047,.2433532803484086,.0938237175294045
7/28/2021,.312808210724532,.2249255265520069,.1817112203764735,.073576350218544
8/4/2021,.3157204308700197,.233847760876098,.1951413207850599,.0740035807172685
8/11/2021,.2994987895356018,.25602508177204,.2106329202447195,.0806520395425643
8/18/2021,.3370217989802187,.3031467871914155,.2418634460640772,.1133223598432553
8/25/2021,.3691170462871745,.2810366639673356,.2003447002338099,.0950287938360277
9/1/2021,.1675680421571275,.042102929073085,.0050001756163325,-.0536679805481071
9/8/2021,.4368949418702537,.3930731520322279,.4147190275989818,.2485217903417669
9/15/2021,.28347760328991,.1930726356632069,.1393705834035561,.0562339885412537
9/22/2021,.3409952864092349,.3134358721205976,.2551728555045962,.0992067551487925
9/29/2021,.2413844933528553,.17084229991066,.1248934591628195,.0566311419476639
10/6/2021,.3351854263295473,.28841663337142,.2302370450535303,.1107546457520945
10/13/2021,.2534580362640539,.1408288201855301,.1027855895766716,.0468383373637671
10/20/2021,.3675748668500523,.3215538975337373,.2527129011293483,.1245611797097013
10/27/2021,.2809385061684087,.2796020126367722,.2299893021182087,.1065843466817022
11/3/2021,.2316412095571085,.162848925709373,.1228031500942273,.0543330119033203
11/10/2021,.2988464014042627,.231814590509444,.1678801224884485,.0756969844422271
11/17/2021,.4172540379742806,.3322357968570739,.2933596618076304,.1784055041629964
11/24/2021,.3916826250356273,.3087130959994195,.2465651972278473,.1357704501170987
12/1/2021,.1220790951085928,.0351174690958631,.0123262137652256,-.0588492686653405
12/8/2021,.2650420096115309,.2383886765253456,.188468361909627,.0515439885784339
12/15/2021,.2010127138199149,.119243254260532,.082379444107691,-.0112587099867446
12/22/2021,.2758396047023026,.1996380147389363,.1780249123220825,.0319034681965917
12/29/2021,.3467294099175431,.2519310462163646,.2149176801123069,.1281478467161645
1/5/2022,.3585092192215451,.3930838261053402,.3363634017949508,.2108744917024992
1/12/2022,.3163690133469257,.3116740753363658,.2699752841777527,.1918728757746495
1/19/2022,.3726037583240691,.3213781296592821,.2781649101444885,.1948532380625276
1/26/2022,.346916587221191,.2734828476026827,.2593828035250696,.1580163178826948
2/2/2022,.2085682984155912,.1988152008421646,.1643171615778531,.1103693218467745
2/9/2022,.255969100689345,.2236684120978154,.1877312199894843,.0746995431784294
2/16/2022,.2581969895831424,.1491706594205933,.1254619422209355,.0627007769408707
2/23/2022,.230509481545224,.2250965533452418,.2240188201880928,.1636168530756588
3/2/2022,.1150283763428324,.0920461193737108,.0824530328356199,.0701056256780455
3/9/2022,.3122388020421425,.2393535744145172,.2156222111551507,.1197244325543545
3/16/2022,.2553861676309788,.1798501627924445,.1379213591513777,.0870747265918552
3/23/2022,.3201635678766459,.2741095607174076,.2110481890761546,.1319168634776691
3/30/2022,.1672194847689064,.1037344659043131,.0657460382497042,.0313620871949796
4/6/2022,.3774505421410226,.347462616056196,.2876508180581101,.1646083947620596
4/13/2022,.2918596207922142,.2062402771824943,.1452015771225672,.092732028656678
4/20/2022,.3216090585579043,.2489365961473635,.2280600603177341,.0994855722840968
4/27/2022,.2809989805513839,.2112802954371387,.1589048267880899,.0906516008804565
5/4/2022,.3314743534370177,.3259702953122587,.2767641098828961,.1249249365437524
5/11/2022,.3538272869497108,.2538167849075421,.2148690283040544,.1140653425019655
5/18/2022,.3655463450801666,.307561583510527,.2420832099734975,.1309071384605285
5/25/2022,.2959876302362239,.1828033122259209,.1158577088733359,.0172926676525307
6/1/2022,.3061572169017812,.2160046424210427,.209038570434533,.1092366992234401
6/8/2022,.3821893884843883,.3195159132282539,.2717584094318926,.1407106528709123
6/15/2022,.3304920210290878,.1903192451870055,.1429711172426733,.0614179007932119
6/22/2022,.4342458953375794,.3778205761698652,.2931153959230282,.1779291076956699
6/29/2022,.121970215432833,.0348052899906626,.0021287202511036,-.0583007482498801
