d,yoyretspend1,yoyretspend2,yoyretspend3,yoyretspend4
7/21/2021,.1593551627529617,.1434253257183438,.1429445543582604,.1133775380571747
7/28/2021,.1068241915376169,.1351318692116343,.1249723515364896,.0929470987652006
8/4/2021,.1352034849339405,.1104911219563849,.1513225026901366,.1033986700204774
8/11/2021,.0844915456801647,.1174605125187538,.1231811178729998,.0966815764619384
8/18/2021,.1477167094203813,.1349033518758103,.1452803026803049,.102864478599092
8/25/2021,.1509029930529031,.1190065621118386,.0962808246449709,.0795267026901243
9/1/2021,.0907340574813815,.0620385651331508,.0668604131299004,.0394610644791442
9/8/2021,.0933697090090428,.0936409358364549,.1081928690845553,.0718280151224011
9/15/2021,.0762070739325442,.0850239187085426,.0843740151079833,.0601863364864701
9/22/2021,.1053297057154281,.1119117041258468,.1135186010022617,.0455485325339438
9/29/2021,.092853639108097,.0988563352828129,.1011150885785439,.0722355511415569
10/6/2021,.0932809439586177,.0983549386705109,.0963009791771232,.0521178157275757
10/13/2021,.1058268406645786,.0794914012306056,.0818252498199636,.0674223459804901
10/20/2021,.1522533789178682,.1237906827626925,.1048588826317778,.0823956190619723
10/27/2021,.1484902745322223,.1382380762593289,.1241829063449624,.0856093145577737
11/3/2021,.0883853532227035,.0634623537965826,.0615205315444458,.0392015878722152
11/10/2021,.1427160203019193,.0973012560119682,.0923099644904339,.0899851467984654
11/17/2021,.1687430029536552,.1220139669731044,.1170934907332559,.1079507693625683
11/24/2021,.1435888141230774,.1120343847246383,.118348497175115,.0838846641511284
12/1/2021,.1023348825052297,.0844656514079796,.0822921440985462,.0537555654037369
12/8/2021,.0212658177474299,.0489152885702564,.0540506211029532,.0049184830781546
12/15/2021,.0662047562828738,.0818860621570763,.0615329709586268,.0487129356704414
12/22/2021,.1052710072127898,.0766146264519632,.0844862694446973,.0564450821667826
12/29/2021,.1825201007268749,.164625625874949,.1612388658237383,.1514170795747944
1/5/2022,-.039843760753248,-.0436003573839211,-.0158839939670059,.0283862477860302
1/12/2022,-.0338388029031371,-.0370274931422953,-.0366620394805499,.0323025574417866
1/19/2022,.0310078343512552,-.0009169311878116,.0031589193186967,.0348246599982192
1/26/2022,.0475561074682851,.0284739241697727,.0336273884368576,.0371639207021275
2/2/2022,.0141344253559439,.0274519236928974,.0173260694653241,.0445947086877163
2/9/2022,.0375632885896193,.0676145008604798,.0606354955083077,.0281405552902949
2/16/2022,.1296010654741728,.0825981212941627,.0916405779867242,.0745609970949348
2/23/2022,.1437612472139607,.1448596770886836,.1491525416041088,.1416949985873288
3/2/2022,.0450487956237715,-.0054088947184585,.0077428669910278,.0103760026320747
3/9/2022,.0425567221244301,.0437068776123728,.0550398575897624,.0473346479692403
3/16/2022,-.055987918871544,-.1074203722751497,-.0783774197943031,-.0148842649246674
3/23/2022,-.2103033039085309,-.1641903085502728,-.1290578994137653,-.0308555531837097
3/30/2022,-.1491261354154096,-.133585666841092,-.1223415640761695,-.0555464310470413
4/6/2022,-.0485269840857571,-.0353716397882933,-.0142175666645388,.0106299763800599
4/13/2022,-.0785569608970368,-.0526015413120074,-.0372718166315328,.0129400501274861
4/20/2022,-.0452436097641781,-.0189092636356128,.0100174100076857,.0248796978239165
4/27/2022,.0219088789273256,.0216386145740015,.035543134327026,.0416342137587027
5/4/2022,.0084385359364729,.0309879629790779,.0666046386665886,.0400915327001401
5/11/2022,.0370032192039154,.0112753267296259,.0107647965329214,.0210249485493377
5/18/2022,.0442032357202033,.0655117295164747,.0622977601731047,.0687126923104542
5/25/2022,-.0083532377788712,.0143007433719438,-.0052719982591054,.0098728917279978
6/1/2022,-.0213007185993074,-.0425328002461096,-.0225712534836462,-.0220985833915044
6/8/2022,.0372139368305944,.041886705862423,.048303440515542,.0421446873915041
6/15/2022,.0050761697925146,.0115031007026907,.013194683261416,.0161745170419372
6/22/2022,.0085449320825253,.0038081147655114,.0122058420474724,.0172631804541217
6/29/2022,-.0597543797205954,-.0427327647427789,-.0373931129436266,-.0212744031852761
