d,yoyspend1,yoyspend2,yoyspend3,yoyspend4
7/28/2021,.1441172786682836,.1570083557278832,.1363278459627215,.1082759607002735
8/4/2021,.1246202922214139,.1043538710373566,.1034216409635231,.0897079301769297
8/11/2021,.1146869408956024,.1239306325707599,.1154262545027649,.1026604496342303
8/18/2021,.1513515117159772,.1392427699819792,.1234379200726186,.0957581598872939
8/25/2021,.156257300010652,.1209594054439351,.0974776188509769,.0877358510587254
9/1/2021,.0933851573933202,.0475126889262469,.0439249846724672,.0236019526384776
9/8/2021,.1328275896990299,.1186821289444999,.1135781727247493,.0937523741484536
9/15/2021,.1087662232709647,.0851502437707123,.0774112215286273,.0724401568610158
9/22/2021,.147760933122338,.1394503207525271,.1347227968169618,.0873207947911459
9/29/2021,.0995992067814637,.0939354765361149,.0880620086655053,.0770768524476924
10/6/2021,.108936347310032,.1145325592084603,.0972474106605536,.0678759256032404
10/13/2021,.1285432340619315,.11576505171305,.0915693073982213,.0892377077280868
10/20/2021,.1359785539436633,.1211488104491554,.0996926805917824,.0829227051503563
10/27/2021,.1474237337152113,.1497598197986274,.1215833059196421,.1115081836132237
11/3/2021,.075049496157459,.0510158619536576,.0393199936443656,.036180816614273
11/10/2021,.1514811420080642,.119720955022258,.1001164796006135,.1021668464877981
11/17/2021,.1437961060927531,.1028588857223074,.0937729545127317,.0833717178914222
11/24/2021,.144225614711387,.1305637123598613,.1014186208451455,.0788365733398124
12/1/2021,.0788626784847393,.0667567178386046,.0494199340200541,.0319127942178725
12/8/2021,.05662702819268,.0698601057552621,.0523099720298277,.0071914813744507
12/15/2021,.0704246017253141,.0787488276066497,.0364043203166502,.0248165480476767
12/22/2021,.1274995684529054,.1027649598934528,.0886967149009927,.0620562718912332
12/29/2021,.1710757107838639,.1470297510249492,.133201407975267,.1201810097905365
1/5/2022,-.018283031168926,-.0335350791487419,-.0144945870765379,.0276679725955657
1/12/2022,-.0113315382558687,-.0095821301696055,-.0007918058541192,.0440928643377638
1/19/2022,.038644841326658,.017530775027877,.016863253355929,.0360558530367063
1/26/2022,.0518291038151486,.0572006409694339,.0513460702762427,.0525522086706356
2/2/2022,.0146507657201773,.0222420722834558,.017921772886903,.030350598822446
2/9/2022,.0832717469514412,.0897348009392613,.0761524752580642,.0608885521646325
2/16/2022,.132510222996248,.0922416066716014,.086367825711694,.0776298264943891
2/23/2022,.1300308727641131,.1268176625068864,.1222221009233402,.1178632557333448
3/2/2022,.0486134682026669,.0074836918498951,-.00065621048701,.0195781171757581
3/9/2022,.0975761321069866,.082507862983132,.0930943602764607,.08044484094144
3/16/2022,-.0181565514621429,-.0542370268941158,-.0521769309923567,.0028133240530774
3/23/2022,-.1527325785587285,-.1190711739833086,-.0929888769455258,-.0161448559352519
3/30/2022,-.106909009305883,-.0853682459763588,-.079902271208703,-.0327077475266681
4/6/2022,.0078656468091651,.0011368923910762,.0043992356084683,.026254161810878
4/13/2022,-.0198988199976988,-.0126941051202007,-.0069255129564878,.0252864741766254
4/20/2022,-.0107571773620682,.0036112678967521,.0283781391571412,.0337786944709439
4/27/2022,.0390721422780733,.0471460281628111,.0503126796262303,.0423156115304717
5/4/2022,.0411076495844456,.03646537377507,.0501540486647538,.0412113934450937
5/11/2022,.0447397875429492,.0283572362506841,.027691850356609,.0366191454824154
5/18/2022,.0368097268553595,.0649703129857173,.0545772562958926,.0596632625720315
5/25/2022,.0110103753454989,.0342569599612275,.0247935535978814,.0241004331906469
6/1/2022,-.0300874354030638,-.0551376956926662,-.0376096489053502,-.038538708001579
6/8/2022,.0544505089478153,.0788863117761187,.0791741865384858,.0645799552846318
6/15/2022,.0132091384236326,.0074086368546138,.0043869532127196,.0157405538170696
6/22/2022,.0007410970369268,.0134922283338459,.0235184204438912,.0129765447937462
6/29/2022,-.023083022043605,-.0231568091074548,-.0303859447009569,-.0223360416978121
