d,yoy2019spend1,yoy2019spend2,yoy2019spend3,yoy2019spend4
3/24/2021,.6073679344840313,.5086504219369725,.394448546006305,.1973067308762895
3/31/2021,.2587445385083118,.1812559832781546,.1212821833300379,.0490411754911633
4/7/2021,.4583283976386239,.4292774189540223,.3497455763528514,.2110885805415252
4/14/2021,.3306147353560509,.2128440988081732,.1458944718378845,.0787905242540847
4/21/2021,.3775200417068065,.3232712037109646,.2524269676544046,.1398431484416953
4/28/2021,.1971947883846989,.1279151932081279,.0790632811409129,.0407017645742846
5/5/2021,.3188658517768748,.2814040015215626,.2141805572691264,.1328802482443581
5/12/2021,.2996049889049148,.2377461514748853,.1846678460810869,.1186741215767579
5/19/2021,.3074898022077595,.2274149515041026,.17818582184147,.0933404828350812
5/26/2021,.3357853035420644,.2311264200527041,.1718165920648067,.0896091469381741
6/2/2021,.2554157364721426,.1807776008351702,.1548861675198059,.0932748243390713
6/9/2021,.3664914406918549,.3021044457168249,.2293050171761788,.1464084071499152
6/16/2021,.2822944990341623,.1731945313196301,.1285518608053846,.0727553918359172
6/23/2021,.4299405294952354,.3590311839315412,.2838454845260998,.1908758290305053
6/30/2021,.1326006115518445,.03648442188967,-.0014173024958866,-.0337913058361012
7/7/2021,.4192780822525259,.4161837947182729,.3406052709983223,.2166931422225014
7/14/2021,.2569924551169507,.1230881982055585,.0746574785564069,.0455409370556281
7/21/2021,.4161172453547133,.3432107283946646,.2740578971739438,.151214982709418
7/28/2021,.3039005852441394,.2406811027456894,.1935256667399559,.1062352791517351
8/4/2021,.2785292851680101,.2049659558048935,.153225999385977,.0796603014763555
8/11/2021,.3315673941330874,.2635899706262488,.2137701133622678,.1195569195803403
8/18/2021,.3240864920646414,.2765420165105201,.197705305639253,.1124172391026783
8/25/2021,.35984795372293,.2841158151122525,.2032231850935535,.1340576194575245
9/1/2021,.1768634752052074,.0530767339406324,.0038747685592162,-.0389098151557218
9/8/2021,.4163592931442697,.353237188159542,.3334478415963438,.2322013688799789
9/15/2021,.2780185855816482,.1649219649359668,.113097763436931,.0778036854511457
9/22/2021,.369588309860754,.3417912027281305,.2860287774358516,.1654097233818028
9/29/2021,.1744093430276992,.0907676086148772,.0443282738175821,.0253534101328918
10/6/2021,.3932577779366637,.3361829825000993,.281310266676519,.1743538016499029
10/13/2021,.2751388400640886,.1662160049328543,.1121443601210461,.070847097539217
10/20/2021,.3787560157686178,.3355560158061934,.2780272018756516,.1693116220433546
10/27/2021,.3408870562973989,.305563037757467,.2519854183019017,.1581286629442564
11/3/2021,.222852530775443,.1430421985314554,.0983666117469133,.049603674309818
11/10/2021,.3340748599113079,.2926664619591541,.2105855110959056,.1457696777381754
11/17/2021,.3516844090006137,.2714484673867479,.2322517882434307,.155273837157017
11/24/2021,.3761272665875575,.3083146485408703,.2313502690664928,.1572291185204107
12/1/2021,.1183121449885096,.0301852926081354,.0017210554310232,-.0422693109411499
12/8/2021,.318125728837654,.2972399415738223,.222277724777395,.1087669808750171
12/15/2021,.2215350529966154,.1357778645155758,.0627157108495697,.0187099850548369
12/22/2021,.3490233941362251,.2998992260268976,.2492824936945188,.1373823689574383
12/29/2021,.2754283333710896,.1667111728922892,.1144148604279485,.0698834025355857
1/5/2022,.3835992103997274,.3871025624289903,.3433890070129695,.2410425503287286
1/12/2022,.3164156965649549,.2726097671744601,.2476905810612173,.1896073758605661
1/19/2022,.372200851844803,.3419289016146576,.3027841540004153,.2229618828051023
1/26/2022,.3505988949684742,.3168710648605459,.2886148900621279,.2144069455099735
2/2/2022,.1926968095969013,.147465016966799,.126348645130264,.0925562996999267
2/9/2022,.3081801953659333,.2695752016398369,.2295081452256431,.1631198463114696
2/16/2022,.2688244395939829,.1726698771789557,.134359508834714,.0923280400452835
2/23/2022,.2444109018185876,.2372003245910816,.2131655364499889,.1795255458560263
3/2/2022,.1121898154530157,.0691062339225039,.0593022481153112,.0601950009660517
3/9/2022,.3867869243889002,.3191958218175959,.2686790661586489,.2056682294789784
3/16/2022,.2832177046706064,.2011770318452621,.1401500159970002,.113808528165386
3/23/2022,.361870485157668,.3290136450665233,.2647803417548573,.1779763861959842
3/30/2022,.1241734069271974,.0804142319366197,.0316891902161147,.0147294015781192
4/6/2022,.4697990937462249,.4309023535763681,.3556834251547156,.242884696102369
4/13/2022,.3041370722509151,.1974481283234872,.1379585648264035,.1060693329876239
4/20/2022,.3627018142983629,.3280498905276226,.2879685144266575,.1783455618977061
4/27/2022,.2439717534910339,.1810919146723808,.1333538463013846,.0847396961630866
5/4/2022,.3730813270606099,.3281308773939169,.2750766280262,.1795678218809318
5/11/2022,.3577490399982775,.2728452115106337,.2174734907970508,.1596390119821904
5/18/2022,.355618144693195,.3071604850666732,.2424879714042989,.1585727431431023
5/25/2022,.3504928011150636,.2733010685316588,.2008700895470521,.1158691993878751
6/1/2022,.2176434965970473,.1156722447996041,.1114513042337404,.0511414251183901
6/8/2022,.44089759511036,.4048226629867129,.3266342419187822,.2204434108215825
6/15/2022,.2992325045717672,.1818863035619962,.1335027650168656,.0896411558136621
6/22/2022,.4310002541846258,.3773675429779626,.314039502416176,.2063292825697092
6/29/2022,.1064567666687928,.0124827499891202,-.031760181121579,-.0553725835177347
